;AA_ELEICAO;NR_ZONA;NR_SECAO;CD_TIPO_SECAO_AGREGADA;DS_TIPO_SECAO_AGREGADA;NR_LOCAL_VOTACAO;NM_LOCAL_VOTACAO;CD_TIPO_LOCAL;DS_TIPO_LOCAL;DS_ENDERECO;NM_BAIRRO;NR_CEP;NR_LATITUDE;NR_LONGITUDE;CD_SITU_LOCAL_VOTACAO;DS_SITU_LOCAL_VOTACAO;CD_SITU_ZONA;DS_SITU_ZONA;CD_SITU_SECAO;DS_SITU_SECAO;CD_SITU_LOCALIDADE;DS_SITU_LOCALIDADE;CD_SITU_SECAO_ACESSIBILIDADE;DS_SITU_SECAO_ACESSIBILIDADE;QT_ELEITOR;QT_ELEITOR_ELEICAO
385;2016;296;24;1;Principal;1023;EE. SENADOR ROBERT KENNEDY;1;Convencional;RUA NILO PEÇANHA, 200;VILA LUCIA;9810580;-23,7218423;-46,5690668;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;347;347
386;2016;414;92;1;Principal;1074;EMEB. PROFA. MARIA THEREZINHA BESANA;1;Convencional;RUA DOS VIANAS, 2897;JARDIM FARINA;9761000;-23,70767359;-46,52704812;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;396;396
387;2016;174;72;1;Principal;1112;EE BRASILIA TONDI DE LIMA;1;Convencional;AVENIDA ISABEL DE ANDRADE MAIA, 7;VILA SAO JOSÉ;9790430;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;361;361
388;2016;296;454;1;Principal;1333;EE. PROFª. MARIA AUXILIADORA MARQUES;1;Convencional;RUA DOS TAPIRANGÁS, 35;PARQUE DOS PÁSSAROS;9861325;-23,710898;-46,5844147;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;219;219
389;2016;409;310;1;Principal;1023;EM. MARIA ROSA BARBOSA;1;Convencional;ESTRADA DOS ALVARENGA, 1099;ALVARENGA;9850550;-23,7338127;-46,5791328;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;395;395
390;2016;284;145;1;Principal;1104;EMEB. RAMIRO GONÇALES FERNANDES;1;Convencional;RUA NIGÉRIA, 80;VILA NOVA SANTA LUZIA;9671040;-23,6667859;-46,6081472;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;367;367
391;2016;409;338;1;Principal;1392;EMEB JOSE CATALDI;1;Convencional;RUA JOÃO GERBELLI, 330;JARDIM ANDRÉA DEMARCHI;9820380;-23,7385589;-46,5499879;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;399;399
392;2016;409;130;1;Principal;1147;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;333;333
393;2016;409;123;1;Principal;1147;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;346;346
394;2016;409;7;1;Principal;1023;EM. MARIA ROSA BARBOSA;1;Convencional;ESTRADA DOS ALVARENGA, 1099;ALVARENGA;9850550;-23,7338127;-46,5791328;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;394;394
395;2016;174;383;1;Principal;2020;EMEB BENEDITO JOSÉ DE MORAIS;1;Convencional;RUA PARTICULAR FLORA BULCÃO LEANDRO VERTAMATE, 110;JARDIM SILVINA;9790100;-1,0;-1,0;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;395;395
396;2016;409;189;1;Principal;1260;EE. DIPLOMATA SERGIO VIEIRA DE MELLO;1;Convencional;ESTRADA DOS ALVARENGA, 4100;ALVARENGA;9850550;-23,7347048;-46,5854403;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;382;382
397;2016;296;438;1;Principal;1457;EE. REVERENDO OMAR DAIBERT;1;Convencional;RUA LEONARDO MARTINS NETO, 41;VILA CRUZEIRO;9850020;-23,7318251;-46,5722542;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;398;398
398;2016;283;310;1;Principal;1198;EE. PROFª PEDRA DE CARVALHO;1;Convencional;RUA CARLOS AYRES, 400;JARDIM VERA CRUZ;9860065;-23,70257889;-46,57808385;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;311;311
399;2016;284;204;1;Principal;1236;EXTERNATO RIO BRANCO;1;Convencional;RUA PIO XII, 45;PARQUE SANTO ANTONIO;9624020;-23,6579461;-46,5722207;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;385;385
400;2016;284;110;1;Principal;1090;EE. PROF. JORGE RAHME;1;Convencional;AV. DO TABOÃO, 3550;TABOÃO;9656000;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;365;365
401;2016;409;325;1;Principal;1392;EMEB JOSE CATALDI;1;Convencional;RUA JOÃO GERBELLI, 330;JARDIM ANDRÉA DEMARCHI;9820380;-23,7385589;-46,5499879;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;397;397
402;2016;174;203;1;Principal;1058;EE JOAO RAMALHO;1;Convencional;RUA JOSE BONIFACIO, 102;CENTRO;9721160;-1,0;-1,0;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;323;323
403;2016;409;152;1;Principal;1171;EE. AYRTON SENNA DA SILVA;1;Convencional;R SALIM MAHFOUD, S/N;PARQUE TERRA NOVA I I;9820780;-23,7483238;-46,5490969;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;413;413
404;2016;414;239;1;Principal;1139;INBM. INSTITUTO DE ENSINO BARÃO DE MAUÁ;1;Convencional;AVENIDA SENADOR FLÁQUER, 555;VILA EUCLIDES;9725442;-23,6977748;-46,55932775;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;399;399
405;2016;409;38;1;Principal;1040;EE. FRANCISCO CRISTIANO LIMA DE FREITAS;1;Convencional;ESTRADA DO PONEY CLUB, S/N;ALVARENGA;9853005;-23,750671;-46,5998315;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;348;348
406;2016;409;221;1;Principal;1074;EE. DR. FRANCISCO EMYGDIO PEREIRA NETO;1;Convencional;R ARMANDO BACKX, 441;JARDIM DAS ACÁCIAS;9811410;-23,7290928;-46,555254;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;326;326
407;2016;174;31;1;Principal;1015;EE MARIA IRACEMA MUNHOZ;1;Convencional;RUA MARECHAL RONDON, 100;CENTRO;9720120;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;274;274
408;2016;296;72;1;Principal;1074;EE. DOUTOR JOÃO FIRMINO CORREIA DE ARAÚJO;1;Convencional;RUA MARIA  AZEVEDO FLORENCE, 233;VILA CLARAVAL;9811050;-23,7248032;-46,5673258;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
409;2016;414;140;1;Principal;1147;COLÉGIO PARAÍSO;1;Convencional;RUA AMPARO, 322;VILA BAETA NEVES;9751350;-23,69354136;-46,54526005;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;379;379
410;2016;284;183;1;Principal;1112;EMEB. ESCRITOR JÚLIO ATLAS;1;Convencional;RUA FRANCISCO ALVES, 1301;PAULICÉIA;9692100;-23,6664654;-46,5919171;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;361;361
411;2016;174;193;1;Principal;1970;EMEB PROFA ERMINIA PAGGI;1;Convencional;RUA MARISA PRADO, 166;JARDIM PALERMO;9780410;-1,0;-1,0;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;346;346
412;2016;414;113;1;Principal;1090;EE. PROFA. MARIA LUÍZA FERRARI CICERO;1;Convencional;RUA SANTA ADELAIDE, 81;JARDIM MARIA ADELAIDE;9725690;-23,69540267;-46,55703118;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;367;367
413;2016;284;11;1;Principal;1015;EMEB. PROF. OTÍLIO DE OLIVEIRA;1;Convencional;RUA LONDRINA, 350;RUDGE RAMOS;9635100;-23,6525083;-46,5709038;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;373;373
414;2016;284;182;1;Principal;1104;EMEB. RAMIRO GONÇALES FERNANDES;1;Convencional;RUA NIGÉRIA, 80;VILA NOVA SANTA LUZIA;9671040;-23,6667859;-46,6081472;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;363;363
415;2016;174;351;1;Principal;2046;COC;1;Convencional;AVENIDA FRANCISCO PRESTES MAIA, 116;CENTRO;9770000;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;392;392
416;2016;284;61;1;Principal;1066;EE. PROF. AMADEU OLIVÉRIO;1;Convencional;RUA ITAÚNA, 66;VILA VIVALDI;9616070;-1,0;-1,0;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;374;374
417;2016;296;363;1;Principal;1104;EMEB. PROFº. SALVADOR GORI;1;Convencional;ESTRADA PARTICULAR FUKUTARO YIDA, 700;JARDIM UENOYAMA;9852060;-23,7197638;-46,5958002;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;391;391
418;2016;414;179;1;Principal;1163;EE. PROF. WALKER DA COSTA BARBOSA;1;Convencional;AVENIDA LUIS PEQUINI S/N;JARDIM NASCIMENTO;9780250;-23,71082152;-46,52979188;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;361;361
419;2016;409;330;1;Principal;1090;EE. ANTONIO CAPUTO;1;Convencional;RUA MARCILIO CONRADO, 280;RIO GRANDE;9830290;-23,7817126;-46,5304343;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;378;378
420;2016;174;308;1;Principal;2062;EMEB RUI BARBOSA;1;Convencional;RUA BRAGA, 20;VILA LUSITÂNIA;9725160;-1,0;-1,0;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;89;89
421;2016;296;195;1;Principal;1023;EE. SENADOR ROBERT KENNEDY;1;Convencional;RUA NILO PEÇANHA, 200;VILA LUCIA;9810580;-23,7218423;-46,5690668;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;349;349
422;2016;409;18;1;Principal;1031;EE. PROF. JACOB CASSEB;1;Convencional;ESTRADA DA CAMA PATENTE, 200;ALVARENGA;9842100;-23,7410473;-46,5960142;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;328;328
423;2016;409;184;1;Principal;1104;EE. PROFª MARIA PIRES;1;Convencional;ESTRADA DO VERGUEIRO, 631-A - JD. JUSSARA;BOTUJURU;9822020;-23,7625832;-46,5374496;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;385;385
424;2016;409;174;1;Principal;1163;EE. PROFª MARISTELA VIEIRA;1;Convencional;RUA PARAGUAÇU, 240;JARDIM THELMA;9850700;-23,7354238;-46,5901213;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;355;355
425;2016;296;416;1;Principal;1481;EMEB. FLORESTAN FERNANDES;1;Convencional;RUA OPERÁRIO LUIZ PEDRO MAGALHÃES, 3635;VILA FERREIRA;9851135;-23,7168239;-46,5884095;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;191;191
426;2016;296;96;1;Principal;1112;EE. PROF EUCLYDES DESLANDES;1;Convencional;ESTRADA DOS CASA, 2109;JARDIM IPÊ;9840000;-23,7419138;-46,5724073;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;380;380
427;2016;174;73;1;Principal;1198;EE PROF NILO CAMPOS GOMES;1;Convencional;RUA FLORA BULCAO LAMARTINE VERTAMATE, S/N;FERRAZÓPOLIS;9791180;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;365;365
428;2016;283;105;1;Principal;1112;EMEB. PROFª SYLVIA MARILENA FANTACINI ZANETTI;1;Convencional;RUA SILAS DE OLIVEIRA, 92;CHÁCARA SERGIPE;9894050;-23,67899101;-46,57772253;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;381;381
429;2016;414;72;1;Principal;1058;EMEB. GOFREDO TEIXEIRA DA SILVA TELLES;1;Convencional;RUA GIACINTO TOGNATO, 1672;VILA BAETA NEVES;9760372;-23,69989093;-46,53599848;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;364;364
430;2016;174;395;1;Principal;1066;FACULDADE SAO BERNARDO - FASB;1;Convencional;RUA JOÃO PESSOA, 601;CENTRO;9715020;-1,0;-1,0;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;299;299
431;2016;409;104;1;Principal;1112;EE. PROF. JOSÉ JORGE DO AMARAL;1;Convencional;RUA FRANCISCO MARIOTTO, 99;JARDIM BROOKLIN;9831440;-23,793713;-46,5389224;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;377;377
432;2016;409;250;1;Principal;1244;EE. MARCO ANTONIO PRUDENTE DE TOLEDO;1;Convencional;ESTRADA DO  PONEY CLUB, 2120;ALVARENGA;9853005;-23,7557487;-46,6055792;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
433;2016;409;75;1;Principal;1082;EE. PROFª FAUSTINA PINHEIRO DA SILVA;1;Convencional;RUA VALDOMIRO LUIZ, 11;DEMARCHI;9820340;-23,7429754;-46,5661507;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;372;372
434;2016;283;352;1;Principal;1309;EMEB. PROFª JANDIRA MARIA CASONATO;1;Convencional;RUA PADRE CARMELO, 59;JORDANÓPOLIS;9892000;-23,6858429;-46,5710661;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;398;398
435;2016;174;5;1;Principal;1015;EE MARIA IRACEMA MUNHOZ;1;Convencional;RUA MARECHAL RONDON, 100;CENTRO;9720120;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;257;257
436;2016;174;21;1;Principal;1058;EE JOAO RAMALHO;1;Convencional;RUA JOSE BONIFACIO, 102;CENTRO;9721160;-1,0;-1,0;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;348;348
437;2016;409;278;1;Principal;1155;EE. PROF. DOMINGOS PEIXOTO DA SILVA;1;Convencional;ESTRADA DOS ALVARENGA, 7199;ALVARENGA;9850550;-23,7451778;-46,607764;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;357;357
438;2016;296;46;1;Principal;1040;EE. MIZUHO;1;Convencional;ESTRADA DO COOPERATIVA, 575;JARDIM FEI MIZUHO;9850480;-23,7226764;-46,5856822;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;391;391
439;2016;296;271;1;Principal;1120;EE. JEAN PIAGET;1;Convencional;RUA MARIA COPEINSK, 191;JARDIM DETROIT;9840520;-23,7386395;-46,573612;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;376;376
440;2016;296;105;1;Principal;1120;EE. JEAN PIAGET;1;Convencional;RUA MARIA COPEINSK, 191;JARDIM DETROIT;9840520;-23,7386395;-46,573612;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;383;383
441;2016;283;350;1;Principal;1112;EMEB. PROFª SYLVIA MARILENA FANTACINI ZANETTI;1;Convencional;RUA SILAS DE OLIVEIRA, 92;CHÁCARA SERGIPE;9894050;-23,67899101;-46,57772253;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;91;91
442;2016;284;153;1;Principal;1082;EE. DR. FAUSTO CARDOSO FIGUEIRA DE MELLO;1;Convencional;RUA FRANCISCO ALVES, 580;PAULICÉIA;9692000;-23,6691883;-46,5855106;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;387;387
443;2016;296;409;1;Principal;1473;EMEB. PROFº. ÁUREO CRUZ;1;Convencional;RUA LÁZARO ZAMENHOF, S/N;JARDIM ESMERALDA;9861670;-23,71606;-46,5818317;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;382;382
444;2016;284;96;1;Principal;1082;EE. DR. FAUSTO CARDOSO FIGUEIRA DE MELLO;1;Convencional;RUA FRANCISCO ALVES, 580;PAULICÉIA;9692000;-23,6691883;-46,5855106;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;380;380
445;2016;174;78;1;Principal;1201;EMEB ANTONIO DE LIMA;1;Convencional;RUA DOUTOR FERNANDO MASCARENHAS, 100;JARDIM SILVINA;9791020;-1,0;-1,0;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;340;340
446;2016;284;117;1;Principal;1090;EE. PROF. JORGE RAHME;1;Convencional;AV. DO TABOÃO, 3550;TABOÃO;9656000;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;357;357
447;2016;409;260;1;Principal;1260;EE. DIPLOMATA SERGIO VIEIRA DE MELLO;1;Convencional;ESTRADA DOS ALVARENGA, 4100;ALVARENGA;9850550;-23,7347048;-46,5854403;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;378;378
448;2016;283;83;1;Principal;1090;EMEB. DOUTOR VICENTE ZAMMITE MAMMANA;1;Convencional;RUA OSCARITO, 25;JARDIM GAGLIARDI;9890040;-23,69472074;-46,56980788;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;367;367
449;2016;296;430;1;Principal;1481;EMEB. FLORESTAN FERNANDES;1;Convencional;RUA OPERÁRIO LUIZ PEDRO MAGALHÃES, 3635;VILA FERREIRA;9851135;-23,7168239;-46,5884095;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;387;387
450;2016;174;284;1;Principal;2046;COC;1;Convencional;AVENIDA FRANCISCO PRESTES MAIA, 116;CENTRO;9770000;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;396;396
451;2016;174;46;1;Principal;1104;EE PROFA MARIA CRISTINA SCHIMIDT MIRANDA;1;Convencional;RUA ABRAMO LUCHESI, 12;JARDIM LEBLON;9781030;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;358;358
452;2016;283;108;1;Principal;1120;EMEB. DOUTOR JOSÉ FERRAZ DE MAGALHÃES CASTRO;1;Convencional;RUA DOUTOR JOSÉ FERRAZ DE MAGALHÃES CASTRO,155;VILA ROSA;9862330;-23,699316;-46,58535535;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;391;391
453;2016;284;201;1;Principal;1228;EMEB. PADRE FIORENTE ELENA;1;Convencional;RUA DRÁUSIO, 900;PAULICÉIA;9684000;-23,6699264;-46,5963119;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;167;382
454;2016;409;61;1;Principal;1066;EE. SANTA DALMOLIN DEMARCHI;1;Convencional;RUA ANTONIO SERAFIM ZAMPIERI, 120;JARDIM LAURO GOMES;9820050;-23,7345575;-46,55695;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;378;378
455;2016;409;331;1;Principal;1023;EM. MARIA ROSA BARBOSA;1;Convencional;ESTRADA DOS ALVARENGA, 1099;ALVARENGA;9850550;-23,7338127;-46,5791328;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;396;396
456;2016;283;205;1;Principal;1147;EE. PROFª JULIETA VIANA SIMÕES DE SANT'ANNA;1;Convencional;AVENIDA ROSA AIZEMBERG, 680;VILA ROSA;9862305;-23,70178;-46,5834578;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;396;396
457;2016;409;254;1;Principal;1180;EM. JOSÉ IBIAPINO FRANKLIN;1;Convencional;RUA EDMUNDO DOS SANTOS, 14;SANTA CRUZ;9835563;-23,8442335;-46,5989574;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;382;382
458;2016;174;294;1;Principal;2038;EMEB IRMÃ ODETE MARIA RAMOS PINTO;1;Convencional;RUA DA COMUNIDADE, 100 A 160;VILA SÃO PEDRO;9784145;-1,0;-1,0;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;369;369
459;2016;174;119;1;Principal;1074;COLEGIO DONA LEONOR MENDES DE BARROS;1;Convencional;RUA AMERICO BRASILIENSE, 449;CENTRO;9715020;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;353;353
460;2016;414;102;1;Principal;1082;EMEB. MARIA ADELAIDE;1;Convencional;AVENIDA SENADOR FLÁQUER, 979;VILA EUCLIDES;9725443;-23,70089249;-46,56042605;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;368;368
461;2016;414;136;1;Principal;1139;INBM. INSTITUTO DE ENSINO BARÃO DE MAUÁ;1;Convencional;AVENIDA SENADOR FLÁQUER, 555;VILA EUCLIDES;9725442;-23,6977748;-46,55932775;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;365;365
462;2016;414;67;1;Principal;1058;EMEB. GOFREDO TEIXEIRA DA SILVA TELLES;1;Convencional;RUA GIACINTO TOGNATO, 1672;VILA BAETA NEVES;9760372;-23,69989093;-46,53599848;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;372;372
463;2016;296;415;1;Principal;1465;EMEB. MARCOS ROGÉRIO DA ROSA;1;Convencional;ESTRADA DOS CASA, 3681;JARDIM DO LAGO;9840000;-23,7421503;-46,5761706;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;383;383
464;2016;283;126;1;Principal;1147;EE. PROFª JULIETA VIANA SIMÕES DE SANT'ANNA;1;Convencional;AVENIDA ROSA AIZEMBERG, 680;VILA ROSA;9862305;-23,70178;-46,5834578;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;397;397
465;2016;284;103;1;Principal;1090;EE. PROF. JORGE RAHME;1;Convencional;AV. DO TABOÃO, 3550;TABOÃO;9656000;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;354;354
466;2016;409;162;1;Principal;1236;EM. HEITOR VILLA LOBOS;1;Convencional;RUA MATEOS DEMARCHI, 229;JARDIM DAS QUATRO MARIAS;9820270;-23,7397554;-46,5558268;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;348;348
467;2016;296;23;1;Principal;1023;EE. SENADOR ROBERT KENNEDY;1;Convencional;RUA NILO PEÇANHA, 200;VILA LUCIA;9810580;-23,7218423;-46,5690668;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;347;347
468;2016;296;437;1;Principal;1481;EMEB. FLORESTAN FERNANDES;1;Convencional;RUA OPERÁRIO LUIZ PEDRO MAGALHÃES, 3635;VILA FERREIRA;9851135;-23,7168239;-46,5884095;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;391;391
469;2016;296;394;1;Principal;1465;EMEB. MARCOS ROGÉRIO DA ROSA;1;Convencional;ESTRADA DOS CASA, 3681;JARDIM DO LAGO;9840000;-23,7421503;-46,5761706;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;251;251
470;2016;414;167;1;Principal;1147;COLÉGIO PARAÍSO;1;Convencional;RUA AMPARO, 322;VILA BAETA NEVES;9751350;-23,69354136;-46,54526005;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;258;258
471;2016;283;341;1;Principal;1279;IMS. INSTITUTO METODISTA DE ENSINO SUPERIOR;1;Convencional;AVENIDA DOM JAIME DE BARROS CÂMARA, 1000;PLANALTO;9895400;-23,70734066;-46,57118281;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;394;394
472;2016;283;314;1;Principal;1295;EE. PROFª ANÉSIA LOUREIRO GAMA;1;Convencional;RUA EDUARDO DE OLIVEIRA, 35;JARDIM SILVESTRE;9608010;-23,67455564;-46,56157666;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;397;397
473;2016;409;154;1;Principal;1171;EE. AYRTON SENNA DA SILVA;1;Convencional;R SALIM MAHFOUD, S/N;PARQUE TERRA NOVA I I;9820780;-23,7483238;-46,5490969;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;370;370
474;2016;414;37;1;Principal;1031;EMEB. PROFA. ANNITA MAGRINI GUEDES;1;Convencional;RUA AMERICANA, 102;VILA BAETA NEVES;9751110;-23,68890513;-46,54542277;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;356;356
475;2016;414;194;1;Principal;1112;COLÉGIO ARBOS;1;Convencional;RUA SERGIPE, 300;VILA JULIA;9770080;-23,70833994;-46,54155165;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;376;376
476;2016;409;107;1;Principal;1112;EE. PROF. JOSÉ JORGE DO AMARAL;1;Convencional;RUA FRANCISCO MARIOTTO, 99;JARDIM BROOKLIN;9831440;-23,793713;-46,5389224;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;382;382
477;2016;414;215;1;Principal;1201;EMEB. PROFA. NADIA APARECIDA ISSA PINA;1;Convencional;AVENIDA IMPERATRIZ LEOPOLDINA, 1080;NOVA PETRÓPOLIS;9770272;-23,70745331;-46,54162117;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;287;287
478;2016;284;15;1;Principal;1023;EE. PROFA. CYNIRA PIRES SANTOS;1;Convencional;RUA ÂNGELA THOMÉ, 134;RUDGE RAMOS;9624070;-23,6552837;-46,5730228;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;374;374
