;ANO_ELEICAO;DT_ELEICAO;SG_UF;SG_UE;NM_UE;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;NR_SECAO;NR_VOTAVEL;NM_VOTAVEL;QT_VOTOS;NR_LOCAL_VOTACAO;CD_TIPO_SECAO_AGREGADA;DS_TIPO_SECAO_AGREGADA;NM_LOCAL_VOTACAO;CD_TIPO_LOCAL;DS_TIPO_LOCAL;DS_ENDERECO;NM_BAIRRO;NR_CEP;NR_LATITUDE;NR_LONGITUDE;CD_SITU_LOCAL_VOTACAO;DS_SITU_LOCAL_VOTACAO;CD_SITU_ZONA;DS_SITU_ZONA;CD_SITU_SECAO;DS_SITU_SECAO;CD_SITU_LOCALIDADE;DS_SITU_LOCALIDADE;CD_SITU_SECAO_ACESSIBILIDADE;DS_SITU_SECAO_ACESSIBILIDADE;QT_ELEITOR;QT_ELEITOR_ELEICAO
313;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;114;44444;ANDERSON CARNEIRO DA SILVA;1;1139;1;Principal;EMEB. PROFª MARIA JUSTINA DE CAMARGO;1;Convencional;RUA ANTONIO PEREIRA DE MATOS, 100;JARDIM VERA CRUZ;9860040;-23,69886241;-46,58042219;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;375;375
314;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;114;28300;ANDERSON CARNEIRO DA SILVA;1;1139;1;Principal;EMEB. PROFª MARIA JUSTINA DE CAMARGO;1;Convencional;RUA ANTONIO PEREIRA DE MATOS, 100;JARDIM VERA CRUZ;9860040;-23,69886241;-46,58042219;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;375;375
315;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;153;44444;ANDERSON CARNEIRO DA SILVA;1;1171;1;Principal;EE. WALLACE COCKRANE SIMONSEN;1;Convencional;RUA TASMAN, 449;JARDIM DO MAR;9750360;-23,6893014;-46,5558046;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;337;337
316;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;157;44444;ANDERSON CARNEIRO DA SILVA;1;1171;1;Principal;EE. WALLACE COCKRANE SIMONSEN;1;Convencional;RUA TASMAN, 449;JARDIM DO MAR;9750360;-23,6893014;-46,5558046;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;339;339
317;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;157;28300;ANDERSON CARNEIRO DA SILVA;1;1171;1;Principal;EE. WALLACE COCKRANE SIMONSEN;1;Convencional;RUA TASMAN, 449;JARDIM DO MAR;9750360;-23,6893014;-46,5558046;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;339;339
318;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;158;44444;ANDERSON CARNEIRO DA SILVA;1;1171;1;Principal;EE. WALLACE COCKRANE SIMONSEN;1;Convencional;RUA TASMAN, 449;JARDIM DO MAR;9750360;-23,6893014;-46,5558046;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;339;339
319;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;207;44444;ANDERSON CARNEIRO DA SILVA;1;1198;1;Principal;EE. PROFª PEDRA DE CARVALHO;1;Convencional;RUA CARLOS AYRES, 400;JARDIM VERA CRUZ;9860065;-23,70257889;-46,57808385;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;374;374
320;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;207;28300;ANDERSON CARNEIRO DA SILVA;1;1198;1;Principal;EE. PROFª PEDRA DE CARVALHO;1;Convencional;RUA CARLOS AYRES, 400;JARDIM VERA CRUZ;9860065;-23,70257889;-46,57808385;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;374;374
321;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;211;44444;ANDERSON CARNEIRO DA SILVA;1;1120;1;Principal;EMEB. DOUTOR JOSÉ FERRAZ DE MAGALHÃES CASTRO;1;Convencional;RUA DOUTOR JOSÉ FERRAZ DE MAGALHÃES CASTRO,155;VILA ROSA;9862330;-23,699316;-46,58535535;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;391;391
322;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;211;28300;ANDERSON CARNEIRO DA SILVA;1;1120;1;Principal;EMEB. DOUTOR JOSÉ FERRAZ DE MAGALHÃES CASTRO;1;Convencional;RUA DOUTOR JOSÉ FERRAZ DE MAGALHÃES CASTRO,155;VILA ROSA;9862330;-23,699316;-46,58535535;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;391;391
323;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;216;44444;ANDERSON CARNEIRO DA SILVA;1;1139;1;Principal;EMEB. PROFª MARIA JUSTINA DE CAMARGO;1;Convencional;RUA ANTONIO PEREIRA DE MATOS, 100;JARDIM VERA CRUZ;9860040;-23,69886241;-46,58042219;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;378;378
324;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;255;44444;ANDERSON CARNEIRO DA SILVA;1;1082;1;Principal;EE. ENGENHEIRO FRANCISCO PRESTES MAIA;1;Convencional;AVENIDA ÁLVARO GUIMARÃES, 350;PLANALTO;9890001;-23,69373327;-46,56814652;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
325;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;257;44444;ANDERSON CARNEIRO DA SILVA;1;1295;1;Principal;EE. PROFª ANÉSIA LOUREIRO GAMA;1;Convencional;RUA EDUARDO DE OLIVEIRA, 35;JARDIM SILVESTRE;9608010;-23,67455564;-46,56157666;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;399;399
326;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;272;44444;ANDERSON CARNEIRO DA SILVA;1;1198;1;Principal;EE. PROFª PEDRA DE CARVALHO;1;Convencional;RUA CARLOS AYRES, 400;JARDIM VERA CRUZ;9860065;-23,70257889;-46,57808385;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;361;361
327;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;272;28300;ANDERSON CARNEIRO DA SILVA;2;1198;1;Principal;EE. PROFª PEDRA DE CARVALHO;1;Convencional;RUA CARLOS AYRES, 400;JARDIM VERA CRUZ;9860065;-23,70257889;-46,57808385;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;361;361
328;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;288;44444;ANDERSON CARNEIRO DA SILVA;1;1279;1;Principal;IMS. INSTITUTO METODISTA DE ENSINO SUPERIOR;1;Convencional;AVENIDA DOM JAIME DE BARROS CÂMARA, 1000;PLANALTO;9895400;-23,70734066;-46,57118281;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
329;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;288;28300;ANDERSON CARNEIRO DA SILVA;1;1279;1;Principal;IMS. INSTITUTO METODISTA DE ENSINO SUPERIOR;1;Convencional;AVENIDA DOM JAIME DE BARROS CÂMARA, 1000;PLANALTO;9895400;-23,70734066;-46,57118281;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
330;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;336;44444;ANDERSON CARNEIRO DA SILVA;1;1147;1;Principal;EE. PROFª JULIETA VIANA SIMÕES DE SANT'ANNA;1;Convencional;AVENIDA ROSA AIZEMBERG, 680;VILA ROSA;9862305;-23,70178;-46,5834578;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;396;396
331;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;347;44444;ANDERSON CARNEIRO DA SILVA;1;1155;1;Principal;EE. VINTE DE AGOSTO;1;Convencional;AVENIDA KENNEDY, 919;JARDIM DO MAR;9726263;-23,68178897;-46,55810918;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;137;137
332;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;357;44444;ANDERSON CARNEIRO DA SILVA;1;1279;1;Principal;IMS. INSTITUTO METODISTA DE ENSINO SUPERIOR;1;Convencional;AVENIDA DOM JAIME DE BARROS CÂMARA, 1000;PLANALTO;9895400;-23,70734066;-46,57118281;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;398;398
333;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;357;28300;ANDERSON CARNEIRO DA SILVA;1;1279;1;Principal;IMS. INSTITUTO METODISTA DE ENSINO SUPERIOR;1;Convencional;AVENIDA DOM JAIME DE BARROS CÂMARA, 1000;PLANALTO;9895400;-23,70734066;-46,57118281;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;398;398
334;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;283;358;44444;ANDERSON CARNEIRO DA SILVA;1;1333;1;Principal;EE. PROFª VILMA APPARECIDA ANSELMO SILVEIRA;1;Convencional;RUA JOÃO DOMINGOS TAVARES, 183;JARDIM CALUX;9895010;-23,7005929;-46,57100556;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;397;397
335;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;26;44444;ANDERSON CARNEIRO DA SILVA;1;1023;1;Principal;EE. PROFA. CYNIRA PIRES SANTOS;1;Convencional;RUA ÂNGELA THOMÉ, 134;RUDGE RAMOS;9624070;-23,6552837;-46,5730228;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;375;375
336;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;51;44444;ANDERSON CARNEIRO DA SILVA;1;1058;1;Principal;EMEB. VIRIATO CORREIA;1;Convencional;RUA BRASIL, 430;RUDGE RAMOS;9627000;-23,6605931;-46,5641251;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;379;379
337;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;58;44444;ANDERSON CARNEIRO DA SILVA;1;1058;1;Principal;EMEB. VIRIATO CORREIA;1;Convencional;RUA BRASIL, 430;RUDGE RAMOS;9627000;-23,6605931;-46,5641251;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;378;378
338;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;102;44444;ANDERSON CARNEIRO DA SILVA;1;1090;1;Principal;EE. PROF. JORGE RAHME;1;Convencional;AV. DO TABOÃO, 3550;TABOÃO;9656000;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;349;349
339;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;109;44444;ANDERSON CARNEIRO DA SILVA;1;1090;1;Principal;EE. PROF. JORGE RAHME;1;Convencional;AV. DO TABOÃO, 3550;TABOÃO;9656000;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;356;356
340;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;109;28300;ANDERSON CARNEIRO DA SILVA;1;1090;1;Principal;EE. PROF. JORGE RAHME;1;Convencional;AV. DO TABOÃO, 3550;TABOÃO;9656000;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;356;356
341;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;110;44444;ANDERSON CARNEIRO DA SILVA;1;1090;1;Principal;EE. PROF. JORGE RAHME;1;Convencional;AV. DO TABOÃO, 3550;TABOÃO;9656000;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;365;365
342;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;114;44444;ANDERSON CARNEIRO DA SILVA;1;1090;1;Principal;EE. PROF. JORGE RAHME;1;Convencional;AV. DO TABOÃO, 3550;TABOÃO;9656000;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;357;357
343;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;114;28300;ANDERSON CARNEIRO DA SILVA;1;1090;1;Principal;EE. PROF. JORGE RAHME;1;Convencional;AV. DO TABOÃO, 3550;TABOÃO;9656000;-1,0;-1,0;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;357;357
344;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;133;44444;ANDERSON CARNEIRO DA SILVA;1;1104;1;Principal;EMEB. RAMIRO GONÇALES FERNANDES;1;Convencional;RUA NIGÉRIA, 80;VILA NOVA SANTA LUZIA;9671040;-23,6667859;-46,6081472;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;353;353
345;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;133;28300;ANDERSON CARNEIRO DA SILVA;1;1104;1;Principal;EMEB. RAMIRO GONÇALES FERNANDES;1;Convencional;RUA NIGÉRIA, 80;VILA NOVA SANTA LUZIA;9671040;-23,6667859;-46,6081472;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;353;353
346;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;141;44444;ANDERSON CARNEIRO DA SILVA;1;1104;1;Principal;EMEB. RAMIRO GONÇALES FERNANDES;1;Convencional;RUA NIGÉRIA, 80;VILA NOVA SANTA LUZIA;9671040;-23,6667859;-46,6081472;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;359;359
347;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;141;28300;ANDERSON CARNEIRO DA SILVA;1;1104;1;Principal;EMEB. RAMIRO GONÇALES FERNANDES;1;Convencional;RUA NIGÉRIA, 80;VILA NOVA SANTA LUZIA;9671040;-23,6667859;-46,6081472;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;359;359
348;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;147;44444;ANDERSON CARNEIRO DA SILVA;1;1031;1;Principal;EE. LAURO GOMES DE ALMEIDA;1;Convencional;RUA GAL. CRAVEIRO LOPES, 110;VILA CAMARGO;9634010;-23,6523798;-46,5684551;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;315;315
349;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;171;44444;ANDERSON CARNEIRO DA SILVA;1;1040;1;Principal;EMEB. PROF. KAZUÊ FUZINÁKA;1;Convencional;RUA CÂNDIDO PORTINARI , 205;PARQUE SÃO PEDRO;9623010;-23,6619162;-46,5727804;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;344;344
350;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;181;44444;ANDERSON CARNEIRO DA SILVA;1;1023;1;Principal;EE. PROFA. CYNIRA PIRES SANTOS;1;Convencional;RUA ÂNGELA THOMÉ, 134;RUDGE RAMOS;9624070;-23,6552837;-46,5730228;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;375;375
351;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;284;187;44444;ANDERSON CARNEIRO DA SILVA;1;1112;1;Principal;EMEB. ESCRITOR JÚLIO ATLAS;1;Convencional;RUA FRANCISCO ALVES, 1301;PAULICÉIA;9692100;-23,6664654;-46,5919171;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;362;362
352;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;3;44444;ANDERSON CARNEIRO DA SILVA;1;1015;1;Principal;EMEB.  ESTUDANTE FLAMÍNIO ARAÚJO DE CASTRO RANGEL;1;Convencional;RUA ASSUNÇÃO, 176;VILA MARCHI;9810410;-23,721102;-46,5611371;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;370;370
353;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;6;44444;ANDERSON CARNEIRO DA SILVA;1;1015;1;Principal;EMEB.  ESTUDANTE FLAMÍNIO ARAÚJO DE CASTRO RANGEL;1;Convencional;RUA ASSUNÇÃO, 176;VILA MARCHI;9810410;-23,721102;-46,5611371;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;370;370
354;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;6;28300;ANDERSON CARNEIRO DA SILVA;1;1015;1;Principal;EMEB.  ESTUDANTE FLAMÍNIO ARAÚJO DE CASTRO RANGEL;1;Convencional;RUA ASSUNÇÃO, 176;VILA MARCHI;9810410;-23,721102;-46,5611371;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;370;370
355;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;22;44444;ANDERSON CARNEIRO DA SILVA;1;1023;1;Principal;EE. SENADOR ROBERT KENNEDY;1;Convencional;RUA NILO PEÇANHA, 200;VILA LUCIA;9810580;-23,7218423;-46,5690668;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;351;351
356;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;31;44444;ANDERSON CARNEIRO DA SILVA;1;1031;1;Principal;EMEB. PROFº. PEDRO AUGUSTO GOMES CARDIM;1;Convencional;RUA TERESINA CAPITÂNEO FANTINATI, 200;JARDIM DAS PALMEIRAS;9861600;-23,7194699;-46,5761223;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;345;345
357;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;31;28300;ANDERSON CARNEIRO DA SILVA;1;1031;1;Principal;EMEB. PROFº. PEDRO AUGUSTO GOMES CARDIM;1;Convencional;RUA TERESINA CAPITÂNEO FANTINATI, 200;JARDIM DAS PALMEIRAS;9861600;-23,7194699;-46,5761223;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;345;345
358;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;37;44444;ANDERSON CARNEIRO DA SILVA;1;1040;1;Principal;EE. MIZUHO;1;Convencional;ESTRADA DO COOPERATIVA, 575;JARDIM FEI MIZUHO;9850480;-23,7226764;-46,5856822;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;396;396
359;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;37;28300;ANDERSON CARNEIRO DA SILVA;1;1040;1;Principal;EE. MIZUHO;1;Convencional;ESTRADA DO COOPERATIVA, 575;JARDIM FEI MIZUHO;9850480;-23,7226764;-46,5856822;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;396;396
360;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;41;44444;ANDERSON CARNEIRO DA SILVA;1;1040;1;Principal;EE. MIZUHO;1;Convencional;ESTRADA DO COOPERATIVA, 575;JARDIM FEI MIZUHO;9850480;-23,7226764;-46,5856822;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;392;392
361;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;50;44444;ANDERSON CARNEIRO DA SILVA;1;1058;1;Principal;EE. PROFª. MARIA OSÓRIO TEIXEIRA;1;Convencional;RUA JOSE DIAS DONADELLI, 567;JARDIM BELITA;9851180;-23,7160163;-46,5891974;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;369;369
362;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;50;28300;ANDERSON CARNEIRO DA SILVA;1;1058;1;Principal;EE. PROFª. MARIA OSÓRIO TEIXEIRA;1;Convencional;RUA JOSE DIAS DONADELLI, 567;JARDIM BELITA;9851180;-23,7160163;-46,5891974;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;369;369
363;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;62;44444;ANDERSON CARNEIRO DA SILVA;1;1066;1;Principal;EMEB. LOPES TROVÃO;1;Convencional;RUA AUSTRÁLIA, 120;JARDIM SANTO IGNÁCIO;9861390;-23,7063119;-46,5857767;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;310;310
364;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;65;44444;ANDERSON CARNEIRO DA SILVA;1;1074;1;Principal;EE. DOUTOR JOÃO FIRMINO CORREIA DE ARAÚJO;1;Convencional;RUA MARIA  AZEVEDO FLORENCE, 233;VILA CLARAVAL;9811050;-23,7248032;-46,5673258;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;388;388
365;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;65;28300;ANDERSON CARNEIRO DA SILVA;1;1074;1;Principal;EE. DOUTOR JOÃO FIRMINO CORREIA DE ARAÚJO;1;Convencional;RUA MARIA  AZEVEDO FLORENCE, 233;VILA CLARAVAL;9811050;-23,7248032;-46,5673258;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;388;388
366;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;70;44444;ANDERSON CARNEIRO DA SILVA;1;1074;1;Principal;EE. DOUTOR JOÃO FIRMINO CORREIA DE ARAÚJO;1;Convencional;RUA MARIA  AZEVEDO FLORENCE, 233;VILA CLARAVAL;9811050;-23,7248032;-46,5673258;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;387;387
367;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;76;44444;ANDERSON CARNEIRO DA SILVA;4;1082;1;Principal;EE. SANTA OLÍMPIA;1;Convencional;RUA FREIRE DE ANDRADE, 4;VILA RICA;9850260;-23,7250996;-46,5773545;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;383;383
368;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;76;28300;ANDERSON CARNEIRO DA SILVA;4;1082;1;Principal;EE. SANTA OLÍMPIA;1;Convencional;RUA FREIRE DE ANDRADE, 4;VILA RICA;9850260;-23,7250996;-46,5773545;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;383;383
369;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;77;44444;ANDERSON CARNEIRO DA SILVA;1;1082;1;Principal;EE. SANTA OLÍMPIA;1;Convencional;RUA FREIRE DE ANDRADE, 4;VILA RICA;9850260;-23,7250996;-46,5773545;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;391;391
370;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;77;28300;ANDERSON CARNEIRO DA SILVA;3;1082;1;Principal;EE. SANTA OLÍMPIA;1;Convencional;RUA FREIRE DE ANDRADE, 4;VILA RICA;9850260;-23,7250996;-46,5773545;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;391;391
371;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;78;44444;ANDERSON CARNEIRO DA SILVA;1;1082;1;Principal;EE. SANTA OLÍMPIA;1;Convencional;RUA FREIRE DE ANDRADE, 4;VILA RICA;9850260;-23,7250996;-46,5773545;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;388;388
372;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;296;78;28300;ANDERSON CARNEIRO DA SILVA;2;1082;1;Principal;EE. SANTA OLÍMPIA;1;Convencional;RUA FREIRE DE ANDRADE, 4;VILA RICA;9850260;-23,7250996;-46,5773545;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;388;388
